date,t,lights,T2,Windspeed,RH1,T3,RH6,RH8,RHO,t-1,t-2,t-3
2016/2/17 4:30,60,0,18.1,2,35.29,20.6,79.03333333,42,86,60,50,70
2016/2/17 4:40,60,0,18.03333333,2,35.4,20.6,79.35666667,41.9,86,60,60,50
2016/2/17 4:50,70,0,18.03333333,2,35.46666667,20.6,79.56333333,41.82666667,86,60,60,60
2016/2/17 5:00,40,0,18,2,35.5,20.6,79.945,41.76,86,70,60,60
2016/2/17 5:10,40,0,18,2,35.5,20.7,79.52333333,41.7,86.33333333,40,70,60
2016/2/17 5:20,40,0,17.89,2,35.4,20.7,79.06333333,41.59,86.66666667,40,40,70
2016/2/17 5:30,50,0,17.89,2,35.4,20.6,79.3,41.53,87,40,40,40
2016/2/17 5:40,60,0,17.89,2,35.4,20.6,78.76,41.36333333,87.33333333,50,40,40
2016/2/17 5:50,60,0,17.82333333,2,35.4,20.5,78.85666667,41.29,87.66666667,60,50,40
2016/2/17 6:00,60,0,17.79,2,35.4,20.5,79.26333333,41.2,88,60,60,50
2016/2/17 6:10,60,0,17.79,1.833333333,35.4,20.56666667,78.99333333,41.2,87.83333333,60,60,60
2016/2/17 6:20,70,0,17.76,1.666666667,35.46666667,20.5,78.53333333,41.09,87.66666667,60,60,60
2016/2/17 6:30,50,0,17.7,1.5,35.4,20.55,78.1,41.09,87.5,70,60,60
2016/2/17 6:40,70,0,17.7,1.333333333,35.4,20.6,78.96,41.09,87.33333333,50,70,60
2016/2/17 6:50,50,0,17.7,1.166666667,35.4,20.6,78.73,41.09,87.16666667,70,50,70
2016/2/17 7:00,70,10,17.66666667,1,35.43333333,20.56666667,79.79,41.09,87,50,70,50
2016/2/17 7:10,60,30,17.6,1,35.75,20.5,79.73333333,40.79666667,87.66666667,70,50,70
2016/2/17 7:20,50,20,17.6,1,35.56666667,20.5,78.86,40.13,88.33333333,60,70,50
2016/2/17 7:30,60,10,17.5,1,35.16333333,20.42666667,79.15,39.43,89,50,60,70
2016/2/17 7:40,70,10,17.5,1,34.89,20.39,78.93,38.90125,89.66666667,60,50,60
2016/2/17 7:50,60,0,17.5,1,34.8,20.315,78.858,38.3725,90.33333333,70,60,50
2016/2/17 8:00,60,0,17.5,1,35,20.22571429,79.66666667,38.176,91,60,70,60
2016/2/17 8:10,60,0,17.5,1.333333333,35.29666667,20.2,80.56333333,37.79571429,90.66666667,60,60,70
2016/2/17 8:20,60,10,17.42666667,1.666666667,35.16333333,20.2,80.23,37.4,90.33333333,60,60,60
2016/2/17 8:30,60,0,17.46333333,2,35.33333333,20.14,79.66,37.32428571,90,60,60,60
2016/2/17 8:40,50,0,17.39,2.333333333,35.12666667,20.1,79.66,37.076,89.66666667,60,60,60
2016/2/17 8:50,50,10,17.46333333,2.666666667,34.86333333,20.2,80.56333333,36.958,89.33333333,50,60,60
2016/2/17 9:00,60,0,17.39,3,34.79,20.21285714,81.69666667,36.79,89,50,50,60
2016/2/17 9:10,80,0,17.39,2.666666667,34.66333333,20.29,82.33333333,36.59,88,60,50,50
2016/2/17 9:20,80,0,17.39,2.333333333,34.53,20.272,82.33333333,36.59,87,80,60,50
2016/2/17 9:30,30,10,17.5,2,34.26,20.2,82.50666667,36.047,86,80,80,60
2016/2/17 9:40,80,0,17.5,1.666666667,34.12666667,20.12857143,82.53375,35.9,85,30,80,80
2016/2/17 9:50,20,0,17.53333333,1.333333333,33.9,19.956,82.69833333,35.29333333,84,80,30,80
2016/2/17 10:00,100,0,17.66666667,1,33.82666667,19.92142857,83.12666667,35.76666667,83,20,80,30
2016/2/17 10:10,50,0,17.82333333,1,33.79,19.89,83.35,35.9,81.83333333,100,20,80
2016/2/17 10:20,100,0,17.9975,1,33.8175,19.89,83.62333333,35.82666667,80.66666667,50,100,20
2016/2/17 10:30,80,0,18.22666667,1,34.02666667,19.89,83.76333333,35.66333333,79.5,100,50,100
2016/2/17 10:40,60,0,18.32333333,1,34.19333333,19.98428571,83.96333333,35.59,78.33333333,80,100,50
2016/2/17 10:50,80,10,18.53,1,34.46666667,19.956,84.29666667,35.46666667,77.16666667,60,80,100
2016/2/17 11:00,90,0,18.63333333,1,34.73,20,84.62333333,35.32666667,76,80,60,80
2016/2/17 11:10,70,0,18.76,1.166666667,34.99,20,84.83,35.0425,75.33333333,90,80,60
2016/2/17 11:20,50,0,18.82333333,1.333333333,36.03333333,20,84.62333333,34.82666667,74.66666667,70,90,80
2016/2/17 11:30,60,0,18.96333333,1.5,37.56666667,20.06,84.89666667,34.7,74,50,70,90
2016/2/17 11:40,120,0,19.03333333,1.666666667,38.6,20.1,84.816,34.56666667,73.33333333,60,50,70
2016/2/17 11:50,40,10,19.1,1.833333333,37.66666667,20.125,84.65,34.33333333,72.66666667,120,60,50
2016/2/17 12:00,90,0,19.1,2,38.06333333,20.2,84.44142857,34.12666667,72,40,120,60
2016/2/17 12:10,50,0,19.1,2,37.32333333,20.05714286,84.12,34.06,71.66666667,90,40,120
2016/2/17 12:20,30,10,19.1,2,36.69333333,20,83.6,34,71.33333333,50,90,40
2016/2/17 12:30,60,0,19.1,2,36.76666667,20,81.914,33.9,71,30,50,90
2016/2/17 12:40,40,0,19.2,2,36.52666667,20,81.26714286,33.9,70.66666667,60,30,50
2016/2/17 12:50,50,0,19.2,2,36.19333333,20,80.118,33.76,70.33333333,40,60,30
2016/2/17 13:00,60,0,19.2,2,35.86333333,20,77.52571429,33.76,70,50,40,60
2016/2/17 13:10,50,0,19.2,1.833333333,35.59666667,20,75.1875,33.66333333,69.5,60,50,40
2016/2/17 13:20,60,0,19.2,1.666666667,35.22333333,20.06,73.074,33.59,69,50,60,50
2016/2/17 13:30,80,10,19.2,1.5,35.03,20,72.55428571,33.545,68.5,60,50,60
2016/2/17 13:40,100,0,19.26,1.333333333,34.95,20.02,71.36,33.79,68,80,60,50
2016/2/17 13:50,100,0,19.29,1.166666667,34.79,20.1,69.5,33.93,67.5,100,80,60
2016/2/17 14:00,90,0,19.29,1,34.73,20.1,68.16666667,34.12666667,67,100,100,80
2016/2/17 14:10,100,0,19.29,1.166666667,34.7,20.1,67.46666667,34.33333333,67,90,100,100
2016/2/17 14:20,100,0,19.29,1.333333333,34.62666667,20.1,67.46666667,34.56666667,67,100,90,100
2016/2/17 14:30,50,0,19.39,1.5,34.46666667,20.17142857,67.12666667,34.7,67,100,100,90
2016/2/17 14:40,50,0,19.39,1.666666667,34.46666667,20.1,66.53333333,34.79,67,50,100,100
2016/2/17 14:50,40,0,19.42666667,1.833333333,34.43333333,20.15714286,65.86666667,34.79,67,50,50,100
2016/2/17 15:00,50,0,19.5,2,34.22666667,20.18,66.06,34.52666667,67,40,50,50
2016/2/17 15:10,60,0,19.5,2,34,20.1,65.2,34.32666667,68,50,40,50
2016/2/17 15:20,50,0,19.5,2,34,20.2,64.2,34.06,69,60,50,40
2016/2/17 15:30,60,0,19.56666667,2,34,20.2,64.06333333,33.93333333,70,50,60,50
2016/2/17 15:40,60,0,19.5,2,33.93333333,20.2,64.33,33.76,71,60,50,60
2016/2/17 15:50,60,0,19.5,2,33.79,20.26428571,63.96,33.7,72,60,60,50
2016/2/17 16:00,60,0,19.5,2,33.79,20.2675,63.25,33.66333333,73,60,60,60
2016/2/17 16:10,50,0,19.39,2.166666667,33.79,20.2,62.69333333,33.59,73.66666667,60,60,60
2016/2/17 16:20,70,0,19.32333333,2.333333333,33.73,20.2,62.3,33.62666667,74.33333333,50,60,60
2016/2/17 16:30,90,0,19.29,2.5,33.59,20.2,61.96666667,33.76,75,70,50,60
2016/2/17 16:40,100,0,19.2225,2.666666667,33.59,20.2,61.66666667,34.03,75.66666667,90,70,50
2016/2/17 16:50,100,0,19.2,2.833333333,33.45,20.2,62.39333333,34.2675,76.33333333,100,90,70
2016/2/17 17:00,100,0,19.2,3,33.5,20.17142857,62.93333333,34.46666667,77,100,100,90
2016/2/17 17:10,80,0,19.2,2.833333333,33.56,20.14,63.06,34.73,78.16666667,100,100,100
2016/2/17 17:20,70,0,19.1,2.666666667,33.62666667,20.1,63.69333333,34.93,79.33333333,80,100,100
2016/2/17 17:30,70,0,19.1,2.5,33.76,20.1,64.09333333,35.12666667,80.5,70,80,100
2016/2/17 17:40,70,0,19.1,2.333333333,33.79,20.1,64.32333333,35.2,81.66666667,70,70,80
2016/2/17 17:50,80,0,19.03333333,2.166666667,33.73,20.1,64.86333333,35.2,82.83333333,70,70,70
2016/2/17 18:00,90,0,19.1,2,33.7,20.1,65.1,35.26,84,80,70,70
2016/2/17 18:10,90,0,19.1,2,33.7,20.1,65.76666667,35.29,84.83333333,90,80,70
2016/2/17 18:20,90,0,19.1,2,33.76,20.1,66.89666667,35.29,85.66666667,90,90,80
2016/2/17 18:30,90,0,19.1,2,33.7,20.1,67.56333333,35.29,86.5,90,90,90
2016/2/17 18:40,100,0,19.23,2,33.7,20.12857143,68.69333333,35.36333333,87.33333333,90,90,90
2016/2/17 18:50,90,0,19.29,2,33.7,20.2,69.27,35.4,88.16666667,100,90,90
2016/2/17 19:00,100,0,19.42666667,2,33.73,20.21285714,69.93333333,35.46666667,89,90,100,90
2016/2/17 19:10,180,10,19.56666667,1.833333333,33.73,20.29,70.39333333,35.65666667,89.33333333,100,90,100
2016/2/17 19:20,100,10,19.6,1.666666667,33.95666667,20.29,71.2,35.86333333,89.66666667,180,100,90
2016/2/17 19:30,80,0,19.66666667,1.5,34.23,20.29,71.35666667,35.52666667,90,100,180,100
2016/2/17 19:40,80,0,19.79,1.333333333,34.12666667,20.23857143,72.16333333,35.26666667,90.33333333,80,100,180
2016/2/17 19:50,60,0,19.865,1.166666667,34.2,20.2,72.66,34.96666667,90.66666667,80,80,100
2016/2/17 20:00,70,0,19.89,1,34.06,20.12857143,72.99333333,34.76666667,91,60,80,80
2016/2/17 20:10,60,0,19.92666667,1,33.8975,20.1375,73.46333333,34.45,90.66666667,70,60,80
2016/2/17 20:20,80,0,20,1,33.73,20.1,73.73,34.26,90.33333333,60,70,60
2016/2/17 20:30,70,10,20,1,33.66333333,20.1,74.06333333,34.12666667,90,80,60,70
2016/2/17 20:40,100,0,20,1,33.66333333,20.12,74.26333333,34.29333333,89.66666667,70,80,60
2016/2/17 20:50,90,0,20,1,33.62666667,20.2,74.478,35.03333333,89.33333333,100,70,80
2016/2/17 21:00,130,0,19.92666667,1,33.7,20.2,74.53,35.83,89,90,100,70
2016/2/17 21:10,100,10,19.89,1.166666667,33.76666667,20.2,75.06333333,36.42333333,89,130,90,100
2016/2/17 21:20,100,0,19.89,1.333333333,34.02666667,20.2,75.33,37.22666667,89,100,130,90
2016/2/17 21:30,90,0,19.92666667,1.5,34.23,20.22571429,75.35,37.645,89,100,100,130
2016/2/17 21:40,90,0,20,1.666666667,34.43,20.2,75.16,38.3,89,90,100,100
2016/2/17 21:50,60,0,20,1.833333333,34.62666667,20.2,75.36666667,38.76666667,89,90,90,100
2016/2/17 22:00,60,0,19.92666667,2,34.76,20.2,74.96666667,39.09,89,60,90,90
2016/2/17 22:10,60,0,19.89,2,34.82666667,20.2,74.96666667,39.03,89.5,60,60,90
2016/2/17 22:20,60,10,19.82333333,2,34.9,20.2,75,38.66333333,90,60,60,60
2016/2/17 22:30,70,0,19.79,2,34.93333333,20.14285714,75.2,38.59,90.5,60,60,60
2016/2/17 22:40,30,10,19.73,2,34.93333333,20.08,75.63333333,38.73,91,70,60,60
2016/2/17 22:50,40,0,19.7,2,35.03,20,76.09333333,38.93,91.5,30,70,60
2016/2/17 23:00,50,0,19.63333333,2,35.09,20,77.22666667,39.12666667,92,40,30,70
2016/2/17 23:10,40,0,19.55,2.166666667,35.23,19.90571429,77.76666667,39.26,91.66666667,50,40,30
2016/2/17 23:20,50,0,19.46333333,2.333333333,35.3975,19.89,78.82666667,39.53,91.33333333,40,50,40
2016/2/17 23:30,60,0,19.39,2.5,35.5,19.89,79.03333333,39.59,91,50,40,50
2016/2/17 23:40,50,0,19.29,2.666666667,35.59,19.89,79.35666667,39.72333333,90.66666667,60,50,40
2016/2/17 23:50,60,0,19.23,2.833333333,35.59,19.89,80.16333333,39.79,90.33333333,50,60,50
2016/2/18 0:00,60,0,19.16666667,3,35.62666667,19.89,80.86666667,39.79,90,60,50,60
2016/2/18 0:10,60,0,19.1,3,35.62666667,19.89,80.72,39.86,90.16666667,60,60,50
2016/2/18 0:20,50,0,19,3,35.62666667,19.89,80.7,40.13333333,90.33333333,60,60,60
2016/2/18 0:30,50,0,19,3,35.7,19.89,81.36666667,40.36,90.5,50,60,60
2016/2/18 0:40,40,0,18.89,3,35.66333333,19.87571429,81.56,40.5,90.66666667,50,50,60
2016/2/18 0:50,30,0,18.82333333,3,35.59,19.79,82.09333333,40.76666667,90.83333333,40,50,50
2016/2/18 1:00,30,0,18.79,3,35.59,19.79,81.83333333,41.02666667,91,30,40,50
2016/2/18 1:10,60,0,18.73,3.333333333,35.59,19.79,82.16,41.26666667,90.33333333,30,30,40
2016/2/18 1:20,60,0,18.7,3.666666667,35.59,19.79,82.43333333,41.46666667,89.66666667,60,30,30
2016/2/18 1:30,60,0,18.63333333,4,35.59,19.81,83.82666667,41.8,89,60,60,30
2016/2/18 1:40,50,0,18.6,4.333333333,35.5,19.89,84.36666667,42.06,88.33333333,60,60,60
2016/2/18 1:50,50,0,18.6,4.666666667,35.5,19.89,84.02666667,42.32666667,87.66666667,50,60,60
2016/2/18 2:00,60,0,18.5,5,35.5,19.93714286,84.16666667,42.32666667,87,50,50,60
2016/2/18 2:10,50,0,18.5,4.833333333,35.56,20,84.02333333,42.4,86.83333333,60,50,50
2016/2/18 2:20,50,0,18.39,4.666666667,35.62666667,20,83.23,42.4,86.66666667,50,60,50
2016/2/18 2:30,60,0,18.39,4.5,35.7,20,82.82333333,42.29,86.5,50,50,60
2016/2/18 2:40,50,0,18.32333333,4.333333333,35.62666667,20,83.14,42.23,86.33333333,60,50,50
2016/2/18 2:50,60,0,18.29,4.166666667,35.59,20,82.82333333,42.145,86.16666667,50,60,50
2016/2/18 3:00,40,0,18.29,4,35.66333333,20.07142857,82.72666667,41.96666667,86,60,50,60
2016/2/18 3:10,40,0,18.2,3.833333333,35.7,20.1,82.8,41.82666667,86.5,40,60,50
2016/2/18 3:20,30,0,18.2,3.666666667,35.7,20.1,82.9,41.7,87,40,40,60
2016/2/18 3:30,30,0,18.1,3.5,35.7,20.04,82.83333333,41.76,87.5,30,40,40
2016/2/18 3:40,50,0,18.1,3.333333333,35.7,20,82.93333333,41.72333333,88,30,30,40
2016/2/18 3:50,50,0,18,3.166666667,35.7,19.934,82.8,41.59,88.5,50,30,30
2016/2/18 4:00,60,0,18,3,35.7,20,83.12333333,41.46666667,89,50,50,30
2016/2/18 4:10,70,0,18,3.166666667,35.7,19.978,83.12333333,41.4,88.16666667,60,50,50
2016/2/18 4:20,50,0,18,3.333333333,35.7,19.9725,83.46333333,41.36333333,87.33333333,70,60,50
2016/2/18 4:30,50,0,17.96333333,3.5,35.76,20,83.65666667,41.23,86.5,50,70,60
2016/2/18 4:40,50,0,17.89,3.666666667,35.7,20,83.72666667,41.16333333,85.66666667,50,50,70
2016/2/18 4:50,60,0,17.79,3.833333333,35.7,20,83.99333333,41.09,84.83333333,50,50,50
2016/2/18 5:00,50,0,17.79,4,35.7,20,84.3,41,84,60,50,50
2016/2/18 5:10,60,0,17.79,3.833333333,35.7,20,84.43333333,40.93333333,84.16666667,50,60,50
2016/2/18 5:20,60,0,17.79,3.666666667,35.7,20,84.4,40.9,84.33333333,60,50,60
2016/2/18 5:30,40,0,17.73,3.5,35.76,20.05714286,83.79666667,40.96666667,84.5,60,60,50
2016/2/18 5:40,40,0,17.7,3.333333333,35.76,20.1,83.53,40.9,84.66666667,40,60,60
2016/2/18 5:50,30,0,17.7,3.166666667,35.7,20.1,83.15666667,40.9,84.83333333,40,40,60
2016/2/18 6:00,30,0,17.66666667,3,35.79,20.06,82.96333333,40.9,85,30,40,40
2016/2/18 6:10,60,0,17.6,3,35.79,20,82.43333333,40.8725,85,30,30,40
2016/2/18 6:20,50,0,17.66666667,3,35.79,19.956,82.03333333,40.79,85,60,30,30
2016/2/18 6:30,60,0,17.6,3,35.79,20,81.42333333,40.76,85,50,60,30
2016/2/18 6:40,50,0,17.6,3,35.82666667,19.934,80.89666667,40.76,85,60,50,60
2016/2/18 6:50,60,0,17.6,3,35.9,19.96857143,80.46666667,40.82666667,85,50,60,50
2016/2/18 7:00,60,10,17.5,3,35.9,20,80.26,40.9,85,60,50,60
2016/2/18 7:10,50,10,17.5,3.166666667,35.96666667,20,79.93333333,41,84.66666667,60,60,50
2016/2/18 7:20,80,0,17.5,3.333333333,36.16333333,20,79.72666667,40.66666667,84.33333333,50,60,60
2016/2/18 7:30,70,10,17.5,3.5,36.09,19.93714286,79.16666667,39.83333333,84,80,50,60
2016/2/18 7:40,50,0,17.5,3.666666667,36.15666667,19.87,78.76,39.3,83.66666667,70,80,50
2016/2/18 7:50,30,0,17.5,3.833333333,36.36333333,19.86142857,78.26666667,38.79666667,83.33333333,50,70,80
2016/2/18 8:00,40,0,17.5,4,36.26,19.79,77.525,38.39,83,30,50,70
2016/2/18 8:10,40,20,17.5,4,36.12666667,19.79,77.1,38.06,82.66666667,40,30,50
2016/2/18 8:20,50,20,17.6,4,36.06,19.79,76.7,37.86,82.33333333,40,40,30
2016/2/18 8:30,60,10,17.525,4,35.93333333,19.7225,76.43333333,37.56,82,50,40,40
2016/2/18 8:40,50,0,17.5,4,35.83333333,19.7,75.95666667,37.43333333,81.66666667,60,50,40
2016/2/18 8:50,170,0,17.5,4,35.7,19.7,75.34222222,37.06,81.33333333,50,60,50
2016/2/18 9:00,270,0,17.5,4,35.9,19.7,74.76666667,36.86,81,170,50,60
2016/2/18 9:10,70,0,17.5,4,35.86333333,19.64,74.36666667,36.66333333,80.66666667,270,170,50
2016/2/18 9:20,90,30,17.56666667,4,35.79,19.6,73.7,36.53,80.33333333,70,270,170
2016/2/18 9:30,90,20,17.63333333,4,35.76,19.6,73.43333333,36.345,80,90,70,270
2016/2/18 9:40,260,20,17.7,4,35.7,19.6,72.76666667,36.16333333,79.66666667,90,90,70
2016/2/18 9:50,150,20,17.79,4,35.59,19.6,71.925,36.09,79.33333333,260,90,90
2016/2/18 10:00,80,30,17.85666667,4,35.59,19.64285714,71.16666667,36.15666667,79,150,260,90
2016/2/18 10:10,60,20,17.89,4,35.4,19.7,70.7,36.36333333,78.16666667,80,150,260
2016/2/18 10:20,60,20,17.96333333,4,35.32666667,19.61428571,69.42666667,36.46666667,77.33333333,60,80,150
2016/2/18 10:30,70,20,18.03333333,4,35.29,19.6,68.63333333,36.4,76.5,60,60,80
2016/2/18 10:40,50,20,18.16666667,4,35.29,19.6,67.43,36.4,75.66666667,70,60,60
2016/2/18 10:50,130,30,18.23,4,35.36333333,19.6,65.9425,36.4,74.83333333,50,70,60
2016/2/18 11:00,540,20,18.29,4,35.43,19.65714286,65.09333333,36.33333333,74,130,50,70
2016/2/18 11:10,510,20,18.42666667,4,36.16,19.7,63.55666667,36.2,73.5,540,130,50
2016/2/18 11:20,200,20,18.56666667,4,36.9,19.7,62.49666667,36.2,73,510,540,130
2016/2/18 11:30,200,30,18.63333333,4,37.06666667,19.7,60.76666667,36.12666667,72.5,200,510,540
2016/2/18 11:40,180,20,18.7,4,37.66,19.71285714,59.9,36.06,72,200,200,510
2016/2/18 11:50,190,20,18.76,4,38.59,19.79,59.025,36,71.5,180,200,200
2016/2/18 12:00,100,20,18.79,4,38.86333333,19.79,58.73333333,35.96666667,71,190,180,200
2016/2/18 12:10,240,20,18.79,4.333333333,38.395,19.79,56.96333333,35.9,70.66666667,100,190,180
2016/2/18 12:20,140,20,18.82333333,4.666666667,38.29666667,19.84714286,56.29666667,35.79,70.33333333,240,100,190
2016/2/18 12:30,100,30,18.89,5,37.89,19.89,55.45666667,35.73,70,140,240,100
2016/2/18 12:40,90,20,18.89,5.333333333,37.63333333,19.96857143,54.78,35.656,69.66666667,100,140,240
2016/2/18 12:50,70,20,18.89,5.666666667,37.43333333,19.93714286,54.856,35.5675,69.33333333,90,100,140
2016/2/18 13:00,70,30,18.89,6,36.9,19.956,53.57,35.5,69,70,90,100
2016/2/18 13:10,60,20,18.89,5.833333333,36.56666667,19.93714286,53.318,35.44285714,69.5,70,70,90
2016/2/18 13:20,60,20,18.89,5.666666667,37.12333333,19.934,52.92142857,35.44,70,60,70,70
2016/2/18 13:30,70,0,18.89,5.5,36.59666667,19.93714286,52.476,35.4,70.5,60,60,70
2016/2/18 13:40,50,0,18.79,5.333333333,36.19333333,19.89,51.88428571,35.4,71,70,60,60
2016/2/18 13:50,50,0,18.79,5.166666667,35.8,19.95285714,51.28625,35.33714286,71.5,50,70,60
2016/2/18 14:00,50,0,18.79,5,35.4,19.956,51.172,35.29,72,50,50,70
2016/2/18 14:10,40,0,18.79,4.833333333,35.12666667,19.95285714,50.27142857,35.26428571,72,50,50,50
2016/2/18 14:20,50,0,18.79,4.666666667,34.93,19.956,50.24,35.054,72,40,50,50
2016/2/18 14:30,40,0,18.79,4.5,34.65666667,19.89,48.4,34.94285714,72,50,40,50
2016/2/18 14:40,20,0,18.79,4.333333333,34.46666667,19.89,48.93333333,34.9,72,40,50,40
2016/2/18 14:50,40,0,18.79,4.166666667,34.32666667,19.89,49.69333333,34.9,72,20,40,50
2016/2/18 15:00,20,0,18.73,4,34.16333333,19.85,49.89333333,34.79,72,40,20,40
2016/2/18 15:10,40,0,18.7,3.833333333,34.09,19.79,50.96666667,34.89857143,73.66666667,20,40,20
2016/2/18 15:20,50,0,18.63333333,3.666666667,34,19.79,51.3,35,75.33333333,40,20,40
2016/2/18 15:30,40,0,18.6,3.5,33.96666667,19.79,50.86333333,35,77,50,40,20
2016/2/18 15:40,50,0,18.6,3.333333333,33.9,19.79,49.53,35,78.66666667,40,50,40
2016/2/18 15:50,50,0,18.56666667,3.166666667,33.86333333,19.79,49.66666667,34.95714286,80.33333333,50,40,50
2016/2/18 16:00,40,0,18.5,3,33.79,19.79,50.6,35,82,50,50,40
2016/2/18 16:10,50,0,18.5,2.833333333,33.79,19.79,52.6,35.02571429,81.5,40,50,50
2016/2/18 16:20,50,0,18.42666667,2.666666667,33.79,19.79,54.86,35.09,81,50,40,50
2016/2/18 16:30,80,10,18.39,2.5,33.79,19.79,56.8,35.16571429,80.5,50,50,40
2016/2/18 16:40,90,0,18.39,2.333333333,33.79,19.77875,57.99333333,35.35,80,80,50,50
2016/2/18 16:50,80,0,18.39,2.166666667,33.9,19.736,59.395,35.64714286,79.5,90,80,50
2016/2/18 17:00,100,0,18.32333333,2,33.96666667,19.72571429,60.60833333,36.036,79,80,90,80
2016/2/18 17:10,100,0,18.36,2,34.12666667,19.754,61.06333333,36.20875,80.16666667,100,80,90
2016/2/18 17:20,80,0,18.63333333,2,34.26,19.73857143,62.03333333,36.44142857,81.33333333,100,100,80
2016/2/18 17:30,80,0,18.63333333,2,34.43333333,19.7,63.16666667,36.554,82.5,80,100,100
2016/2/18 17:40,70,0,18.6,2,34.56,19.7,64.06666667,36.66857143,83.66666667,80,80,100
2016/2/18 17:50,70,0,18.53333333,2,34.62666667,19.7,64.73333333,36.79,84.83333333,70,80,80
2016/2/18 18:00,80,0,18.53333333,2,34.62666667,19.73857143,65.26,36.85285714,86,70,70,80
2016/2/18 18:10,90,0,18.6,2.166666667,34.7,19.7,65.59333333,36.978,86.33333333,80,70,70
2016/2/18 18:20,80,0,18.6,2.333333333,34.7,19.73857143,66.92333333,37.09,86.66666667,90,80,70
2016/2/18 18:30,160,0,18.7,2.5,34.76666667,19.79,68.13,37.2,87,80,90,80
2016/2/18 18:40,440,0,18.7,2.666666667,34.9,19.79,69.5,37.25142857,87.33333333,160,80,90
2016/2/18 18:50,230,0,18.79,2.833333333,34.96666667,19.79,70.36,37.29,87.66666667,440,160,80
2016/2/18 19:00,260,0,18.85666667,3,35.43333333,19.86142857,71.75666667,37.33714286,88,230,440,160
2016/2/18 19:10,180,10,18.89,2.833333333,36.36,19.89,72.29666667,37.4,89.16666667,260,230,440
2016/2/18 19:20,100,10,18.89,2.666666667,37.22666667,19.89,72.85666667,37.17857143,90.33333333,180,260,230
2016/2/18 19:30,90,0,19,2.5,37.96666667,19.956,73.345,37.054,91.5,100,180,260
2016/2/18 19:40,90,0,19,2.333333333,36.9,20.07142857,73.945,37.16857143,92.66666667,90,100,180
2016/2/18 19:50,90,0,19.1,2.166666667,36.56666667,20.1,74.39666667,37.29,93.83333333,90,90,100
2016/2/18 20:00,80,10,19.1,2,36.29,20.1,74.99,37.45428571,95,90,90,90
2016/2/18 20:10,70,10,19.2,2,36.29,20.04,75.66,37.552,95,80,90,90
2016/2/18 20:20,70,30,19.2,2,36.46666667,20,75.99333333,37.26428571,95,70,80,90
2016/2/18 20:30,70,20,19.2,2,36.26666667,19.89,76.53,36.96,95,70,70,80
2016/2/18 20:40,100,20,19.2,2,36,19.89,76.65666667,36.69142857,95,70,70,70
2016/2/18 20:50,90,10,19.32333333,2,36,19.90375,77.16,36.59,95,100,70,70
2016/2/18 21:00,80,10,19.39,2,36,19.956,77.49333333,36.62142857,95,90,100,70
2016/2/18 21:10,80,0,19.53333333,2,36,20,77.99666667,36.834,95.33333333,80,90,100
2016/2/18 21:20,90,0,19.6975,2,35.86333333,20.06,78.19,36.95714286,95.66666667,80,80,90
2016/2/18 21:30,80,0,19.79,2,35.79,20.08571429,78.16,37.15,96,90,80,80
2016/2/18 21:40,90,10,19.89,2,35.66333333,20.1,78.43333333,37.276,96.33333333,80,90,80
2016/2/18 21:50,90,0,19.96333333,2,35.5675,20.1,78.59,37.49714286,96.66666667,90,80,90
2016/2/18 22:00,80,0,20,2,35.56,20.14,78.59,37.59,97,90,90,80
2016/2/18 22:10,80,0,20.06666667,2,35.46666667,20.2,78.59,37.65285714,97,80,90,90
2016/2/18 22:20,80,10,20.1,2,35.4,20.2,78.615,37.754,97,80,80,90
2016/2/18 22:30,60,0,20.16666667,2,35.29,20.2,78.76333333,37.83714286,97,80,80,80
2016/2/18 22:40,40,20,20.13333333,2,35.23,20.2,79.12333333,37.79,97,60,80,80
2016/2/18 22:50,30,20,20.2,2,35.2,20.12857143,79.26333333,37.92285714,97,40,60,80
2016/2/18 23:00,30,0,20.16666667,2,35.12666667,20,79.22666667,38.252,97,30,40,60
2016/2/18 23:10,60,0,20.1,1.833333333,35.09,19.92142857,79.22666667,38.59571429,97.33333333,30,30,40
2016/2/18 23:20,50,0,20,1.666666667,35.09,19.79,79.53,39.036,97.66666667,60,30,30
2016/2/18 23:30,40,0,20,1.5,35.12666667,19.86142857,79.59,39.35571429,98,50,60,30
2016/2/18 23:40,50,0,19.96333333,1.333333333,35.2,19.79,79.56,39.576,98.33333333,40,50,60
2016/2/18 23:50,50,0,19.89,1.166666667,35.2,19.79,79.43333333,39.76428571,98.66666667,50,40,50
2016/2/19 0:00,40,0,19.79,1,35.26,19.79,79.26333333,39.834,99,50,50,40
2016/2/19 0:10,50,10,19.79,1,35.2,19.79,79.12333333,39.9,99,40,50,50
2016/2/19 0:20,50,0,19.7,1,35.26,19.85,79.19333333,39.92,99,50,40,50
2016/2/19 0:30,60,0,19.625,1,35.32666667,19.89,79.66666667,40.09571429,99,50,50,40
2016/2/19 0:40,50,0,19.53333333,1,35.4,19.89,80.03,40.44,99,60,50,50
2016/2/19 0:50,20,0,19.5,1,35.5,19.95875,80.23,40.65285714,99,50,60,50
2016/2/19 1:00,30,0,19.42666667,1,35.5,20,80.36666667,40.916,99,20,50,60
2016/2/19 1:10,20,0,19.39,1,35.5,20,80.3225,41.29571429,99,30,20,50
2016/2/19 1:20,40,0,19.32333333,1,35.59,20,80.33,41.78,99,20,30,20
